X,Y,Z,color
2.380044436135677177e+00,2.934661356164054880e+00,1.376161740861630811e+01,1.396591297477940863e+01
-9.029989094807969963e+00,6.942522315943416622e+00,1.866739459408240487e+00,9.220922907261650536e+00
-9.397351275281028649e+00,1.072114358530395828e+00,2.310879711121202329e-01,9.400192159813473225e+00
-2.722428063166276502e+00,6.956646486147251451e+00,-1.038847548175296787e+01,1.073927545945711515e+01
-2.669992142423904813e+00,6.726852016727463912e+00,7.738558754497772085e+00,8.186217052913971060e+00
5.767973925704019678e+00,1.988295058983496588e+01,-1.661989021244306031e+00,6.002643643790462669e+00
1.239111655394890121e+01,1.774823582691012902e+01,-1.314697508184481167e+00,1.246066607335149534e+01
6.347108747553798835e+00,8.038048604098200656e+00,1.409197454796221161e+00,6.501663396383889904e+00
-9.477272439487309796e+00,5.201502188242220770e-01,-1.014877797505529422e+00,9.531456858011550182e+00
5.843409792735167585e+00,1.745165339390294079e+01,3.529310869637602099e+00,6.826527171291078666e+00
4.490229718307960916e+00,1.387125972003534358e+01,-3.403822545967729152e+00,5.634551521426902632e+00
1.236641921922637266e+01,3.199654156677504080e+00,3.448908952735596056e+00,1.283835259174288090e+01
3.504715407425324614e+00,2.091749669121393040e+01,1.343224494073054842e+01,1.388193913813289448e+01
4.967498398561545514e+00,2.104902185906583956e+00,1.284067553322684141e+01,1.376804228964023658e+01
1.022313589840644887e+01,1.820940537346692167e+01,8.439287644812804245e+00,1.325647326965873951e+01
1.018142951594659706e+01,6.179589446723468882e+00,-6.365631807263682163e+00,1.200761322219514327e+01
1.392640990642541980e-02,9.142422792828297062e+00,7.852195717247550277e+00,7.852208066961398281e+00
3.790334037989286919e+00,1.670458706230260759e+01,-3.953248749629469039e+00,5.476751573331323897e+00
-5.485916383283752751e+00,1.422767547587421610e+01,6.558701742774298182e+00,8.550546597443446473e+00
5.624865315119667031e+00,1.969515186332482060e+01,3.998334844469171312e+00,6.901144205255573816e+00
5.654438532190872557e+00,1.304394683466804850e+01,-1.887195751497685370e+00,5.961055520526191032e+00
2.516834476397960874e+00,2.054013391060107718e+00,-4.568528462164811010e+00,5.215928305795179298e+00
6.090432864489246256e+00,1.857156762808095607e+01,-9.814845043149329484e+00,1.155095475265502181e+01
5.181267620964684628e-01,1.615226602476041151e+01,-4.792161786266017742e+00,4.820090240581485830e+00
9.940934064530834391e+00,1.494927946875976232e+01,-6.676604849554203192e+00,1.197494143586682647e+01
5.992322004113014522e+00,1.128404494428442817e+00,-1.126717203846519189e+00,6.097328485363137318e+00
3.720933480596344545e+00,8.320677637896624290e+00,-3.998330230423402298e+00,5.461866951742827325e+00
4.154497631589366691e+00,3.516152208650323630e+00,-3.690398218288841292e+00,5.556877682694762122e+00
5.599841517123029799e-01,1.725998207656524741e+01,-1.103208720539916499e+01,1.104629034371724750e+01
5.179456008898267072e+00,1.471110107917511733e+01,4.745813187456724869e+00,7.024920452101256707e+00
-6.354558739981555071e+00,1.854462954370184136e+01,5.906816260961583076e+00,8.675880077584990246e+00
-8.543939092562730764e+00,2.029807724540744118e+01,-5.129485256012407568e+00,9.965466080875009069e+00
1.240330498857678521e+01,1.626969989804247163e+01,3.253398685596154305e+00,1.282289271760052252e+01
6.231342710160379106e+00,2.087889474763600361e+01,-9.742217272846469101e+00,1.156461972409023886e+01
4.062243849152396891e+00,1.291016760903027638e+01,6.017327941369090993e+00,7.260169463859480921e+00
5.627358397154450742e+00,7.797216817204041250e-01,-1.937576707686300859e+00,5.951585169363973193e+00
2.609393159319595590e+00,2.992818181562134638e-01,-4.537482875748588107e+00,5.234279655082977989e+00
2.226071566711452121e+00,7.184181379279563018e+00,7.219484424288930668e+00,7.554889143638816584e+00
4.467096005701098882e+00,1.729290610041827847e+01,5.624730016247927011e+00,7.182794336456468365e+00
-8.252418607348376511e+00,1.818882883281935037e+01,3.619826393628245764e+00,9.011412541378703622e+00
1.739184550139181384e+00,2.017706310527623614e+01,-1.101571585041676293e+01,1.115216385265953392e+01
3.037472629837945082e+00,1.367550839525186301e+00,-1.085140314868337974e+01,1.126850434939216861e+01
3.340979748273038563e+00,9.359933307409458170e-01,6.585481301403851795e+00,7.384491157115048665e+00
-3.525870472238400666e+00,1.917895552370770673e+01,7.506264943729521022e+00,8.293116181054344338e+00
6.359972838731603240e+00,6.405980665620092829e+00,8.736415562895131215e-01,6.419696572134830248e+00
1.107828574706257996e+01,1.171773541280228592e+01,-4.975391724403853466e+00,1.214425534583476463e+01
2.679255186127885047e+00,2.063134254301490600e+01,-4.512745785017955313e+00,5.248169478264825827e+00
3.181156983015135609e+00,8.409419229454389466e+00,-1.082363043587608153e+01,1.128143322291139761e+01
1.048855751431698025e+01,1.398329936450663702e+01,-5.935224492240005922e+00,1.205142018620298572e+01
1.040525743070115006e+01,8.418470836271691127e+00,-6.055984163312436053e+00,1.203928263583227576e+01
4.592236776042828872e+00,1.613208795371837567e+01,5.489952583395362851e+00,7.157389047353067468e+00
-3.066282842407128229e+00,1.108200923703018148e+01,7.643381725431075857e+00,8.235494804217537990e+00
-6.950897727932477288e+00,4.987985897713343775e+00,-7.533618977547794415e+00,1.025038507193974446e+01
3.932385528607655889e+00,5.697428126427790396e+00,6.130926776236832687e+00,7.283674833569980578e+00
-2.842201034839050955e+00,5.419243463306552044e+00,7.699772526797798555e+00,8.207594269143079657e+00
6.301990121609031270e+00,1.117872689342977743e+01,1.855889480018940052e+00,6.569581817353580711e+00
-8.406625509998997714e+00,1.476696933632895004e+01,3.341633966317913096e+00,9.046428578738433757e+00
2.095133773448581316e+00,1.993487790090598466e+01,-4.685783150959706767e+00,5.132850014023667917e+00
1.164341188251639636e+01,1.457583487674257761e+01,-3.807953016200569252e+00,1.225028760639990111e+01
3.607132975367378869e+00,1.640504972321020460e+01,-4.069032458305863464e+00,5.437686405883423113e+00
-9.451396651159731377e+00,3.547448433155878433e+00,-1.695633124213428822e+00,9.602295056364555492e+00
1.881081352103523230e+00,7.855315125153839340e+00,7.367661832284535528e+00,7.604006044719713309e+00
-7.562105056307445672e+00,8.689384617023588220e+00,-6.778704901434149832e+00,1.015560303592839375e+01
5.131721003566908301e+00,1.441398483000993203e+01,1.276169779193945786e+01,1.375483518589889265e+01
-2.132590710312920912e+00,6.213731503914345033e+00,-1.058403342838831307e+01,1.079674519246213471e+01
1.650677660954630976e+00,6.369130349812987646e+00,-4.768025802608857333e+00,5.045672085532163287e+00
-6.949075039422154099e+00,7.473672247458230444e+00,5.348163051068970830e+00,8.768836406521641536e+00
-9.476795687325827444e+00,1.701634371240787758e+01,-8.973396087089579032e-01,9.519184569734706614e+00
-9.203553026778296342e+00,1.212939189091032333e+01,-3.265630784746501369e+00,9.765742815526323284e+00
1.540357513579905246e+00,1.580822876487423922e+00,-1.102729876427186895e+01,1.113436209695705692e+01
3.675197518646108996e+00,1.643168093499844939e+00,6.340531163768539535e+00,7.328670564282621314e+00
5.554597943296450957e+00,7.797025829932485053e+00,-2.067424456584761927e+00,5.926871197803944114e+00
-4.463939438007179739e+00,1.609841206272932368e+01,7.131364350582177991e+00,8.413270042435950558e+00
5.482336001387348112e+00,1.446235195605229151e+01,1.258393098282257405e+01,1.372630055814565608e+01
6.355977165888738512e+00,1.486762944767492023e+01,1.241312482561223618e+00,6.476056084737171759e+00
1.040559112764554328e+01,1.611141138713603382e+01,8.174091402273704787e+00,1.323223703568147869e+01
-9.011046505964987574e+00,6.030206970612916884e+00,-3.947174702492431297e+00,9.837639313608729452e+00
-8.285173366705864240e+00,1.151338192078384814e+01,3.562646393860912752e+00,9.018677677135508830e+00
1.167688643687639072e+01,1.141040544665216139e+01,5.771675581968076507e+00,1.302543342400529625e+01
-8.355700607778667077e+00,1.553228252477893534e+01,3.436102066378737163e+00,9.034629491982780536e+00
5.950974369226643468e+00,2.009428195121857286e+01,-9.884330965773758138e+00,1.153750816182361127e+01
-4.917192308816311197e+00,5.837788840704783766e+00,6.900353708455725155e+00,8.473114038160996841e+00
1.040138109300807656e+01,1.665891512789801254e+01,8.180369380314953531e+00,1.323280665015477098e+01
2.449214874368418560e+00,1.385938151898851167e+01,-1.094503344572069103e+01,1.121572158306241462e+01
3.455474958892216897e+00,1.218499528813266330e+01,-1.076518493822189981e+01,1.130617149815315869e+01
4.124896906191662382e-01,1.627247536629544200e+01,7.790167969740815046e+00,7.801080998274715128e+00
8.893222102738743473e+00,1.982468179499008798e+01,-7.823765132313538651e+00,1.184485965363228743e+01
-3.045830166252242677e+00,7.705197752576727899e-01,-1.026476525616029711e+01,1.070712319746661656e+01
5.373115679841770742e+00,3.095402152777634086e+00,4.446757409600928135e+00,6.974526763071617452e+00
6.215052236149871234e+00,1.588203186152343171e+01,-3.593410725205891665e-01,6.225431736391602300e+00
1.148509803640513205e+01,1.759618411111775416e+00,-4.168570289687814068e+00,1.221820179756026725e+01
5.162843178694046742e+00,1.083859771556295470e+01,1.274642655171416017e+01,1.375232124137708567e+01
-8.336510208602087246e+00,4.617076309473746143e+00,3.471013539258473113e+00,9.030245702517870399e+00
-6.727963718405223226e+00,5.760209780697780779e+00,-7.775593773182354340e+00,1.028228351689104336e+01
1.245966056962862467e+01,1.473865014183274091e+01,2.915557354452639860e+00,1.279623445383293934e+01
-8.298319712045996610e+00,6.340482386429439066e-01,3.539419505670193811e+00,9.021618506700988860e+00
5.995870382374664409e+00,1.833970798593997742e+01,1.230001214401091225e+01,1.368359457105674437e+01
-7.662731509161771370e+00,9.334058062397669886e+00,-6.638983715143195852e+00,1.013871584331256415e+01
1.236073800268790457e+01,1.055025917204912211e+01,-1.470811973981731802e+00,1.244793685049458354e+01
1.005510275599446324e+01,1.134100723756752949e+01,8.671864522263099673e+00,1.327803922746475607e+01
1.222427246422646441e+01,1.355643018616937212e+01,-2.071342145131611634e+00,1.239851989399717702e+01
6.200323388909713351e+00,7.241988319077710123e+00,-4.244558088025242037e-01,6.214834902126285421e+00
-3.707775518860808805e+00,2.123257301833318067e+00,-9.972655280366032216e+00,1.063961712841566687e+01
-4.875469357793870806e+00,6.685957669989707419e+00,6.923083833767181616e+00,8.467543399838909579e+00
2.955280314036079936e+00,3.530984478479226585e+00,-4.403730599470024210e+00,5.303444628469105915e+00
-6.570361322970286189e+00,1.167879676845995185e+01,5.716076335274053122e+00,8.708798802651482873e+00
4.625833510878504029e+00,6.678601250168116010e+00,5.452549623313261762e+00,7.150428872806171121e+00
1.257536272692101775e+01,2.011941073786213252e+01,1.875067146270169571e+00,1.271438651751063453e+01
1.551911840524970110e+00,2.028041983758589240e+01,-4.780694203021247368e+00,5.026277690653646602e+00
5.184272077961135317e+00,1.302264349193307069e+01,1.273585485655024563e+01,1.375058820216218791e+01
-1.662235188668121699e+00,1.296744262101300471e+01,7.888432027793630397e+00,8.061661471406925017e+00
-1.764335024355412784e+00,2.069294985590922309e+01,7.879149306651415330e+00,8.074272219505154169e+00
7.459318231418211598e-01,1.863294617593890479e+01,-4.808771285946903618e+00,4.866281492610463388e+00
6.359549647117325399e+00,1.606646893232094087e+01,1.124273712424288751e+00,6.458162516892741678e+00
-5.073967915107989057e+00,6.585402846596725368e+00,6.812179176978449213e+00,8.494170680107863802e+00
8.327218680732629608e+00,7.676319590479604216e+00,1.058860940296694153e+01,1.347075424931144738e+01
4.559862003261183183e+00,4.226602080978174136e+00,-3.338284692605099746e+00,5.651237579297707647e+00
6.715309661365052030e+00,1.023011066526486701e+01,1.185132300524603366e+01,1.362164603939981511e+01
1.216500062360889167e+01,2.079773896493117036e+01,4.313541915818133177e+00,1.290712532022234171e+01
-8.166570022999152911e+00,1.915517001324336377e+01,3.765238834306764204e+00,8.992768729369178260e+00
4.867230089997329756e-01,2.485338114408850441e+00,7.776254917694888746e+00,7.791472250638109998e+00
5.609486538485723095e+00,5.289960751006291817e-01,4.028128117214404114e+00,6.905950720512404217e+00
-4.961708073665210605e+00,1.887139103657359129e+01,-9.257791113552475082e+00,1.050358240365855877e+01
1.540878587664527899e+00,1.128057268692285575e+01,-4.781984009350539466e+00,5.024109661184485986e+00
7.121748681113221346e-01,4.203987652377580098e+00,-4.807003392274785014e+00,4.859472672637502377e+00
-6.855435267874724126e+00,1.414671866127734212e+01,5.443358926261639752e+00,8.753693455458265049e+00
3.204161840159042374e+00,1.352868673652622000e+01,-4.289331324635920595e+00,5.353972012481417408e+00
4.918673914760597121e+00,2.563797743565810805e+00,5.102006513272637989e+00,7.086876853820923472e+00
5.919883099292596818e+00,5.451604903450009587e+00,3.339344675936386064e+00,6.796781501122042712e+00
4.866294839997666877e+00,1.261637250578417024e+00,5.168185847939552602e+00,7.098659762844715004e+00
5.615699921351261281e+00,4.407069951272981179e+00,-1.958910423665009448e+00,5.947555435185786443e+00
5.462624147483409187e-01,2.778419171914320529e+00,-4.794810783348031791e+00,4.825827708681408978e+00
5.138886175541650836e+00,4.057962141965678171e+00,-2.690940811371155927e+00,5.800802838872904488e+00
-4.624473990670359136e+00,1.439481006417545572e+01,-9.472905926096427009e+00,1.054142809941136250e+01
3.338244792535533190e+00,1.039494629482422550e+00,1.348756067710009710e+01,1.389453746309489190e+01
1.276385211280480325e+00,2.138946920212545955e+00,1.398805750697891881e+01,1.404617072465391914e+01
-5.608359530974853513e+00,2.817646399644040400e+00,6.476931267905655432e+00,8.567633003219176757e+00
6.244374465118299078e+00,6.647363540120814207e+00,-2.185613886637237935e-01,6.248198263598559343e+00
-2.790214705471639967e+00,6.273756527890759216e+00,-1.036353727287550974e+01,1.073257671339507091e+01
-9.294475268425717474e+00,5.356339491649428020e+00,8.516069895597240258e-01,9.333408004584621054e+00
1.398750406734274643e+00,1.576126972208074228e+01,1.396749344806235271e+01,1.403735644350473954e+01
3.076036289036425231e+00,2.095847854292011192e+01,-4.350191214683370333e+00,5.327866632694306048e+00
1.077088847872887456e+01,1.121353639620471299e+01,-5.500693285272812538e+00,1.209419965272029884e+01
3.053589789774392216e+00,1.982825707619278433e+01,6.774041190217753972e+00,7.430480781953559877e+00
5.324087919315826589e+00,8.328812354647357807e+00,4.525717750351553548e+00,6.987705870201740055e+00
-4.296724847291638061e-01,2.240331382856981968e+00,-1.094791904113827385e+01,1.095634746507481516e+01
5.153022133741472999e+00,8.584250418866583132e+00,4.784147986463197277e+00,7.031479863244250339e+00
-8.362826309245728618e-02,6.218683241708559351e+00,-1.098764506885374992e+01,1.098796331653386993e+01
-9.460617417135175344e+00,1.036154620807274007e+01,-1.557137328783614105e+00,9.587906892231108813e+00
-6.573820551919070887e+00,1.379791721524488679e+01,5.712912910484775786e+00,8.709333531999861933e+00
-8.648823076532648813e+00,9.682054602200571125e+00,-4.899530988956276367e+00,9.940198414564294538e+00
3.133974071525520433e+00,1.963837075363433726e+01,6.723224893940669133e+00,7.417785818928568808e+00
4.177036120669917807e+00,1.858006126828697901e+01,-1.057676229114817090e+01,1.137169869970336045e+01
-5.992026617748529738e+00,1.474152949849014149e+01,6.200005524442868676e+00,8.622322859353445779e+00
-2.057352316652792279e+00,1.028338315965553207e+01,7.845171391046509513e+00,8.110450832705369706e+00
1.251013586949423306e+01,2.765432918103594595e+00,-5.517316374119491940e-01,1.252229640572876335e+01
8.725269416466275629e+00,8.337287002330301178e+00,1.020952918717703461e+01,1.342999674660204512e+01
2.162081947787596548e+00,1.479243232742464720e+01,-4.669763770407689307e+00,5.145997670069550445e+00
5.613032669673204467e+00,5.982595931628354791e+00,4.021289928585468409e+00,6.904846735486720455e+00
-1.140682277579269321e+00,2.183749628411828958e+00,7.915336932761938726e+00,7.997106652879439892e+00
1.220804922619032240e+01,1.906586760772319167e+01,-2.134620189198670914e+00,1.239326709391921000e+01
1.908459046524345615e+00,1.489006700612643641e+01,1.386974176250440571e+01,1.400042686816439286e+01
3.991221707225808046e+00,1.292080495933704043e+01,1.325695129019784879e+01,1.384473214717095502e+01
1.033796287793705204e+01,1.664247701778724675e+01,8.274010101084209978e+00,1.324132620315835496e+01
2.550377828465783203e+00,1.754856678925298752e+01,7.060886358053105383e+00,7.507365931488240385e+00
1.057750236997779369e+00,1.015263896159149049e+01,1.402203566066461171e+01,1.406187468415285302e+01
5.021602719718892160e+00,1.850495327959824010e+01,4.967004605463717581e+00,7.063117486307724846e+00
4.799505117571172264e+00,1.924479922472321292e+01,-3.094335896583429779e+00,5.710530974828579964e+00
6.098635133416632215e+00,5.702573003920409001e+00,1.223967764430574690e+01,1.367490619079566372e+01
5.588856483008677323e+00,1.275845255560667901e+01,4.067541431163922638e+00,6.912323059717562224e+00
2.422199564317484288e+00,1.105826460522985322e+01,-1.094856542221475948e+01,1.121330172312760176e+01
2.750562105179562788e+00,1.129686136218995074e+01,-4.486323762664360615e+00,5.262384706375687671e+00
6.583662891171772280e+00,1.969092497325580382e+01,-9.549654207978313991e+00,1.159915999357497363e+01
1.169158717798674729e+01,6.408962756553608919e+00,5.734967535353432844e+00,1.302240620515356007e+01
3.952636184768157701e+00,2.065211354292610224e+01,6.113570174583863093e+00,7.280046228472724756e+00
-3.460774987111639334e+00,1.894475551088887499e+01,7.527474384989287337e+00,8.284916060412887973e+00
-3.102762436358632137e+00,9.633180660883555291e+00,7.633560533172681239e+00,8.240047399747755463e+00
8.226745045118768473e+00,1.716651853598148847e+01,-8.416829650020662967e+00,1.176955204733184068e+01
5.448345581024844897e+00,1.614998688072295252e+01,4.320769502475415358e+00,6.953669438777961176e+00
6.324503026942586814e+00,1.423579436198894577e+01,3.093943218133269335e-01,6.332066280778832379e+00
-7.944419131510679577e+00,6.716511677046240081e+00,4.114919484365889168e+00,8.946863008894622382e+00
2.037283581828574164e+00,4.125470828240032972e+00,7.303097347981163168e+00,7.581936115985003610e+00
1.260234311146847475e+01,1.410208163208092103e+01,6.962241621000653247e-01,1.262156012476543587e+01
5.450525151070875651e+00,1.770243922442276840e+01,4.317026782807840135e+00,6.953052902569949900e+00
-9.444902545187806808e+00,3.413085622247632456e-01,-2.127361737840814393e-01,9.447298067052367188e+00
7.003460905702508121e+00,1.349887088147875325e+01,1.165347889193088982e+01,1.359603011700041009e+01
-3.238963931527974349e+00,9.300333517066460942e+00,-1.018506464471387218e+01,1.068767650926709400e+01
1.223211110301555493e+01,1.885984285766665636e+01,4.053978115108551883e+00,1.288639905459610802e+01
7.250465352671582764e+00,6.750931547938310295e+00,1.147496858434180744e+01,1.357365653911732473e+01
8.395373452419496729e+00,9.957881057536056346e+00,-8.275198991251404124e+00,1.178818110441124567e+01
3.450571452738369960e+00,1.081010918473891280e+01,-1.076629256512716637e+01,1.130572858989483720e+01
4.113931441486531781e+00,2.949229948792112310e+00,1.320945484704177275e+01,1.383524951929985392e+01
7.429071472502833950e-01,1.497073835667703356e+01,1.406478898325782545e+01,1.408439562682780632e+01
-8.061700472777749482e+00,1.744000324754015097e+01,3.934791966649565875e+00,8.970708017408377088e+00
3.332375231287120432e+00,1.216094814821464976e+00,-4.224112728946235684e+00,5.380320903899831642e+00
2.785868255822902206e+00,6.119165231274957151e+00,6.933133704316484014e+00,7.471907714950108748e+00
6.092450347084089834e+00,7.989383122362161416e-01,-8.268132638804009948e-01,6.148298252769916594e+00
-6.161481318879753921e+00,2.008742619845309108e+01,6.067007428838181227e+00,8.647105364483646639e+00
5.622093029789921204e+00,1.401054523478029523e+01,-1.947237747304649380e+00,5.949761749863644589e+00
-5.785283990513657493e+00,2.024820880855041239e+01,-8.649663632767495614e+00,1.040606514542909267e+01
-3.740576574314322222e+00,1.116137984495746416e+01,7.432023866922977895e+00,8.320269939540533954e+00
1.096553955832457561e+01,1.684343900180789078e+01,7.260238262815416732e+00,1.315120212900821173e+01
4.134720442446480959e+00,7.862693661474540185e+00,1.320127461083941611e+01,1.383363887370124345e+01
-8.918959246413773911e+00,7.430199684025459383e+00,-4.219372120483270372e+00,9.866657748716189502e+00
3.825914858881616976e+00,7.943624159207786306e+00,6.220085809247624553e+00,7.302540104772777596e+00
-6.643752865747715397e+00,1.381510480825499165e+01,-7.863051862568434913e+00,1.029402917882846857e+01
1.088123023633616349e+01,7.548516171454696000e+00,7.409050990745337018e+00,1.316416378049212810e+01
-5.451409663833324259e+00,1.890771648368873770e+01,6.581197035220346159e+00,8.545760454127439232e+00
-8.745004904310437865e+00,2.064877216605325927e+01,-4.673766680700393472e+00,9.915604155170717249e+00
3.993650317489233270e+00,6.389568220771241203e-01,6.078016321104020570e+00,7.272655997501098923e+00
-8.222488681702973423e+00,4.066089098452426498e+00,3.671237491145394216e+00,9.004848962482659758e+00
-5.105642692507397662e+00,2.357249844335105760e+00,6.793825331677079582e+00,8.498449855173081602e+00
5.061689101848873662e+00,8.896449889203084105e-01,4.912535997746775074e+00,7.053630731257028330e+00
-9.465581141872606352e+00,4.782560860293015637e+00,-5.238798979574109671e-01,9.480067325755559438e+00
1.639340199466279957e+00,9.382659727750704448e+00,7.459651736811797385e+00,7.637659348524612035e+00
-3.007455172736460014e+00,1.757679767106235857e+01,7.658839739685599390e+00,8.228159744086564586e+00
-9.393836835431963905e+00,4.658304640709918232e+00,-2.252493153782552771e+00,9.660118834598033999e+00
8.380978445957861567e+00,1.037285036890622614e+01,-8.287501315148206871e+00,1.178658040994899814e+01
-1.289232616752537461e-02,1.952199352838184154e+01,7.855612214540567351e+00,7.855622793726348974e+00
8.797785036969433037e+00,1.401150884252017370e+01,1.013702458826454134e+01,1.342238015628387515e+01
1.236343406948922841e+01,1.675965941487594790e+01,3.464034855618442599e+00,1.283954981576638055e+01
2.290661208448842245e+00,1.157087337389521053e+01,-4.636275616944402600e+00,5.171284208798189397e+00
4.847169823417495138e+00,2.058979563565322835e+01,5.191948018089338923e+00,7.102913452914305203e+00
-7.792526402477940373e+00,1.236190524831095772e+01,4.334917546416524381e+00,8.917117127611684069e+00
4.751833076068281869e+00,9.557249932144223914e-01,-3.145281825197650427e+00,5.698483600286589734e+00
-1.137387835571002093e+00,4.157638798735691310e+00,7.915397945963760229e+00,7.996697801684905293e+00
7.458258868398449870e+00,8.500246208100106671e+00,-8.998632836006084545e+00,1.168764382864617524e+01
1.447975392010716345e+00,1.262682062404930328e+01,-1.103146301153362074e+01,1.112608686424400517e+01
-4.287772859387017022e+00,1.621054821558815817e+01,-9.670254776766622484e+00,1.057822402585961541e+01
4.583133098789999416e+00,8.674808643981611667e+00,-1.044793240183601490e+01,1.140896141086292381e+01
6.216542997458930131e+00,1.491122440532946136e+01,2.343927681694917720e+00,6.643749228882089852e+00
-6.247456650852699633e-01,1.658725956529162460e+01,7.908178790202108566e+00,7.932817842598260505e+00
9.991372985060085199e-01,6.662464142249638677e+00,-1.104070755761768297e+01,1.108582422348929875e+01
1.180144105719959136e+01,2.056467504075218855e+01,5.449725345552336009e+00,1.299898139734462887e+01
-9.014693163589415192e+00,1.364278639995254672e+01,-3.935827667220907156e+00,9.836433919857709540e+00
3.388178271719797241e+00,1.850095927650875538e+01,6.552632282556426269e+00,7.376770420133379247e+00
1.404853082979378609e+00,1.167469146498074117e+01,-4.795820115139799888e+00,4.997349573677650092e+00
4.563539155171588035e+00,1.557366525019879688e+01,-1.045453563963902610e+01,1.140715587082366334e+01
3.553525762686304268e-01,1.618142529394367202e+01,-4.773486426465289867e+00,4.786694905371462916e+00
-2.980540901917523744e+00,1.907321596392615959e+01,7.665756146882329425e+00,8.224806464073640910e+00
-9.313094324280285718e+00,3.157344894298776516e+00,-2.756913195879860279e+00,9.712584427563971445e+00
8.978806969252802972e+00,1.172395190755421801e+01,9.951065599366716086e+00,1.340308476262096704e+01
4.149958328840035904e+00,8.995948775222981197e+00,-3.693964378284118499e+00,5.555855196019849451e+00
-5.397481510270369043e+00,1.938633944464854508e+01,6.615878591976600553e+00,8.538305229814918462e+00
1.122452119811535809e+00,2.206988579228982950e+00,-4.812366801215906875e+00,4.941535489168769502e+00
-6.935117863221086365e-01,2.063405166229916787e+01,7.911081835383768635e+00,7.941421434724812656e+00
-4.301158674637805213e+00,1.838447780595922154e+01,-9.662726248657438788e+00,1.057677855024418534e+01
3.593681097064953089e+00,1.550351912849219138e+00,6.402998163794114461e+00,7.342542428406713562e+00
6.145320700989993945e+00,1.031029409634996341e+01,2.642140705375124909e+00,6.689235683171606439e+00
5.146257729445855134e+00,1.506874950446304418e+01,-2.681284814800655170e+00,5.802866263835639415e+00
-7.584942705020308651e+00,1.550118245951218476e+01,-6.747432279679287603e+00,1.015180763250066853e+01
3.000211919975628305e+00,1.903637662999633662e+01,-1.085828864461495868e+01,1.126515440881916952e+01
5.505142850086234274e-01,1.679717414722852808e+01,-1.103170823984216575e+01,1.104543582965380821e+01
6.329575167566647842e+00,6.529537987225879192e+00,1.209961922685207725e+01,1.365519341630446526e+01
1.206944622175949444e-01,1.046713050311150006e+01,-4.736328610026123265e+00,4.737866171111419611e+00
-1.972905702307867104e+00,1.473750102165293541e+01,-1.063054945218005365e+01,1.081207374028888779e+01
-6.064834616623816288e+00,2.907173668651379828e+00,-8.412754419422492802e+00,1.037095250439954697e+01
-6.876757205512306292e+00,4.073806749604143462e+00,-7.615837469031535356e+00,1.026112908106462207e+01
4.738700653428962184e+00,1.010189141030732429e+01,1.294628839611451454e+01,1.378628547209789268e+01
7.713499038970281774e-01,6.263161772815767137e+00,-4.809944349847076417e+00,4.871400755723939824e+00
3.127258143519077827e+00,1.811374424546599471e+01,-1.083427621214510417e+01,1.127658124332280387e+01
1.216931180400279189e+01,1.231182375193297673e+01,-2.280399093042213998e+00,1.238112958524340002e+01
-9.476582767579939670e+00,7.321969152085721078e+00,-8.784297359916345416e-01,9.517208611345418845e+00
-4.678274927228165403e-02,1.782549353769261202e+01,7.859794495075865584e+00,7.859933723031915953e+00
1.120320271634909481e+01,1.690244741963901731e+01,-4.743093064495777611e+00,1.216588192126159385e+01
4.466360846713065769e+00,2.096545241908465940e+01,-3.425774793714487565e+00,5.628881962725901467e+00
-7.586231997195946875e+00,1.779346145500842979e+01,4.612638387555374919e+00,8.878476716736326324e+00
-9.443362670242393619e+00,8.703587230919273665e+00,-1.797025163786052593e+00,9.612824660889630835e+00
2.862406886222920388e+00,2.677476517169758097e+00,-1.088262610957479382e+01,1.125277406789523127e+01
4.207941332644764998e+00,1.765345907221003685e+01,-3.647824178113248550e+00,5.568966824592133769e+00
5.753061081129386523e+00,1.254916277168273586e+00,3.734672827279906571e+00,6.858971710834540936e+00
-5.691920250822326999e+00,7.355695354241937878e+00,6.419344082068670687e+00,8.579390105695821944e+00
-4.208066353147460248e+00,1.931449759619674822e+01,-9.714554685594993799e+00,1.058680287772977380e+01
1.143740326795093232e+01,2.017609594234711423e+01,6.329114775257745684e+00,1.307179740326939843e+01
-4.594987364111941197e+00,1.345185646394558709e+01,-9.490866168049029383e+00,1.054468821237337828e+01
5.680253564764183416e+00,1.446161465665798396e+01,-1.838045155908281103e+00,5.970233710264122529e+00
2.539761644391169693e+00,8.915442632359722452e-01,1.372106432280960142e+01,1.395413900464657964e+01
1.208901027711064913e+01,1.080408716288050464e+01,4.583566115937334651e+00,1.292877595982139916e+01
-9.447313679416843968e+00,1.148423175493316606e+01,-2.423065104841524431e-01,9.450420530448347733e+00
8.958091900913260019e+00,7.142115668606333401e+00,9.972714302409167786e+00,1.340531391138171458e+01
-9.077763604464527347e+00,1.440533529831571125e+00,-3.731510209710730663e+00,9.814782753770774804e+00
8.873650038414146124e+00,4.807059594212273801e+00,1.005996773485097329e+01,1.341434366007111123e+01
1.252741596353005882e+01,7.517662674085123342e+00,-4.058197422006438182e-01,1.253398740969798197e+01
4.074859301229614594e+00,9.137981716842922708e+00,1.322472428309455239e+01,1.383827339983887761e+01
9.179966841480062811e+00,1.240946123620495278e+01,9.735658997517118607e+00,1.338113774410119028e+01
1.682922543152417516e+00,1.517022189266296373e+01,-4.763451770589870904e+00,5.051999708727858973e+00
